X,GeneID,MajorityProteinIDs,U1,S1,B1,U2,S2,B2,U3,S3,B3,U4,S4,B4,U5,S5,B5,U6,S6,B6,U7,S7,B7,U8,S8,B8,U9,S9,B9,U10,S10,B10,U11,S11,B11,C1,C2,C3,C4,C5
127,EYA2,O00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,FXYD1,O00168,0,0,0,0,0,0,39214,0,0,52780,0,0,0,0,0,0,85425,0,17996,0,0,0,0,0,34171,0,0,0,0,0,14074,0,0,0,0,0,0,0
129,AIP,O00170,0,0,0,0,0,0,86884,0,0,18858,0,0,56388,0,0,0,0,0,6716.3,0,0,11707,0,0,95015,0,0,0,0,0,0,0,0,0,0,0,0,0
130,GTPBP1,O00178,0,0,0,0,0,0,178420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20706,0,26287,20907,0
131,LGALS9,O00182,93649,84739,0,135260,85478,0,246090,245270,0,261260,198320,0,228300,43929,0,135130,260030,0,187290,56209,0,274600,12058,0,276060,0,0,102420,0,0,26264,1564,0,0,244380,0,671440,0
132,STXBP3,O00186,1050400,360550,0,473610,112170,0,658820,210550,0,1505800,118040,0,1032500,291540,0,534070,338860,0,1905700,438060,0,2425500,132150,0,4060900,79914,0,530410,69238,0,1293800,192950,0,602510,57961,1034200,54699,0
133,MASP2,O00187,0,302800,220000,0,0,0,312660,0,179880,398150,16691,59072,61624,181960,34300,0,206970,297830,931470,0,134660,565150,0,335710,555350,238500,198940,676860,0,257610,670720,356280,75748,299020,0,155440,0,0
134,ARVCF,O00192,0,0,0,0,0,0,12645,0,0,0,0,0,20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,RAB27B,O00194,127210,0,0,69200,0,0,43943,0,0,288270,0,0,0,0,0,57406,0,0,124000,0,0,0,0,0,649490,0,0,18840,0,0,88763,0,0,0,0,0,148760,0
136,AP3B1,O00203,36028,8217.2,0,0,0,0,98152,27637,0,22448,0,0,37838,0,0,690660,40704,0,0,0,0,9745.6,0,0,5717,0,0,0,0,0,0,0,0,0,0,0,0,0
137,TLR4,O00206,0,0,0,0,0,0,0,0,0,6528.3,0,0,0,0,0,0,0,0,0,0,0,31855,0,0,176850,0,0,9643.6,0,0,0,0,0,0,0,0,0,0
138,LGALS8,O00214,0,0,0,0,0,0,249340,19172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243.3,0,0,0,0
139,PSMD11,O00231,58346,0,0,9244.1,0,0,400170,0,0,193670,0,0,191110,0,0,189320,0,0,84297,0,0,254890,0,0,250270,0,0,14397,0,0,64767,14304,0,233560,0,298620,0,0
140,PSMD12,O00232,72288,0,0,20794,0,0,186920,0,0,102380,0,0,48530,0,0,81671,120700,0,126930,0,0,264400,15225,0,214290,0,0,0,0,0,77389,0,0,193670,0,362640,0,0
141,PSMD9,O00233,0,0,0,0,0,0,21248,0,0,16915,0,0,30967,0,0,0,0,0,0,0,0,0,0,0,24271,0,0,0,0,0,4146.6,0,0,0,0,0,8660.7,0
142,SIRPB1,O00241,0,0,0,4498.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10674,0,0,0,0,0,0,0,0,0,0,0,0,0
143,ATOX1,O00244,0,0,0,0,0,0,0,0,0,4716.7,0,0,0,0,0,0,0,0,0,0,0,1952.3,0,0,21318,0,0,6056.4,0,0,5452.2,0,0,0,0,0,75926,0
144,PGRMC1,O00264,6565800,929370,0,631510,232890,0,2580100,334350,0,1647400,431040,0,1305500,207610,0,2196700,469260,0,797880,0,0,257730,0,0,29897,0,0,321380,76638,0,2049500,401860,0,2099400,0,8231200,0,549260
145,SUPT5H,O00267,0,0,0,0,0,0,0,0,0,0,376600,0,0,0,0,12443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,DFFA,O00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,HIP1,O00291,0,0,0,0,0,0,37849,0,0,0,0,0,0,0,0,75946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7248.6,0,0,0,0,0,0
148,LEFTY1,O75610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,CLIC1,O00299,1309600,1960300,83681,573460,2657500,42602,11748000,4426400,69780,7879600,6131100,46246,897790,1642800,32210,243800,5880900,87186,6331200,4738000,0,8316600,3213600,458710,12053000,1301000,57519,1496500,1074400,0,6616600,1872400,6813.6,1251400,2094100,2500800,34326000,110560
150,EIF3F,O00303,44016,139340,0,92358,12443,0,95002,78333,0,128990,572600,0,113990,67436,0,1331600,65684,0,84676,48967,0,2089100,407780,0,175210,0,0,59355,0,0,139870,108540,0,47421,0,23031,0,0
151,PIK3CD,O00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,PDHX,O00330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,MATN2,O00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32010,0,53691,0,0
154,QSOX1,O00391,481780,193100,196670,326040,55866,301140,123290,213070,109630,176940,264870,285800,697960,665710,259510,234010,49385,87165,235560,99796,268960,1219000,1259100,824310,666510,132780,96698,258610,0,279380,222330,143760,270790,285690,0,122190,904280,79060
155,SLC33A1,O00400,32432,22297,0,15265,0,0,113150,0,0,76453,0,0,21915,0,0,17819,28988,0,30336,1815000,0,0,0,0,0,0,0,0,0,0,19671,0,0,0,0,0,0,0
156,WASL,O00401,0,71926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16046,0,0,0,0,0,0,67668,0,0,0,0,0,0
157,IPO5,O00410,519410,115280,0,568100,142380,0,1361600,324620,0,1032400,233230,0,652600,111520,0,648890,532110,0,950780,211900,0,1048100,202440,0,1379700,31691,0,157910,30032,0,297860,95467,0,666690,0,1056700,69250,0
158,SAP18,O00422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,IGF2BP3,O00425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335930,147630,0,75225,0,0,6352.3,0,0,23424,5132.7,0,0,0,0,0,0
160,DNM1L,O00429,31384,0,0,116950,0,0,151360,7862.6,0,273220,0,0,455410,24361,0,351800,0,0,58164,0,0,550510,82863,0,272920,0,0,27823,0,0,2362.5,0,0,0,0,6187.8,0,0
161,RTCA,O00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769.9,0
162,LST1,O00453,25293,0,0,158160,74143,0,15743,0,0,140070,54842,0,36545,0,0,64479,0,0,116430,0,0,135420,0,0,558960,48337,0,38208,0,0,59266,26094,0,0,0,0,0,0
163,GOLIM4,O00461,261110,17487,0,320620,0,0,125880,0,0,147960,0,0,48419,0,0,2614800,0,0,37312,0,0,0,0,0,0,0,0,6232.9,0,0,0,0,0,15668,0,0,0,0
164,MANBA,O00462,0,0,0,0,0,0,0,0,0,34027,0,0,0,0,0,0,0,0,0,0,0,21928,23682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,AGRN,O00468,129630,975090,31147,41264,459850,0,56116,882960,0,469240,330000,0,222830,2928100,0,179850,867240,482180,207750,201850,45739,721960,4584200,571320,216810,2569400,21306,1061200,4494400,10848,702900,5750100,156280,0,0,0,0,0
166,PLOD2,O00469,1578700,95129,0,111470,0,0,314250,0,0,118420,0,0,225320,0,0,189600,0,0,42668,7980.3,0,54485,8834.1,5342.5,0,0,0,57474,3365,0,0,0,0,0,0,12196,0,25759
167,EXOC5,O00471,0,0,0,0,0,0,0,0,0,48459,0,0,34437,0,0,0,0,0,46683,0,0,66704,0,0,187300,0,0,0,0,0,11587,0,0,0,0,0,0,0
168,BTN3A3,O00478,245000,0,0,160750,0,0,700780,127380,0,573460,35729,0,182130,0,0,285460,103520,0,655900,147160,0,175400,0,0,2385500,100220,0,196300,0,0,224280,0,0,5145.8,0,0,140110,0
169,BTN3A1,O00481,0,0,0,0,0,0,97001,0,0,32988,0,0,0,0,0,0,0,0,17832,0,0,24774,0,0,171100,0,0,69693,0,0,0,0,0,0,0,0,48489,0
170,NDUFA4,O00483,0,0,0,0,43750,0,99349,23583,0,46667,0,0,0,0,0,0,39082,0,0,0,0,0,0,0,0,0,0,4620.7,0,0,18333,0,0,0,0,0,0,0
171,PSMD14,O00487,52653,0,0,0,0,0,177360,0,0,118390,0,0,402780,0,0,11696,0,0,56383,0,0,188680,0,0,104280,0,0,9838.9,0,0,48512,0,0,167020,0,82682,0,0
172,BIN1,O00499,57606,0,0,46013,0,0,141200,0,0,183880,0,0,195750,0,0,0,0,0,33612,0,0,22028,0,0,222000,0,0,6224.9,0,0,28756,0,0,0,0,0,55573,0
173,CLDN5,O00501,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,2016.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,KPNA3,O00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,STK25,O00506,0,0,0,24413,0,0,0,0,0,32533,0,0,0,0,0,7076.5,0,0,61080,0,0,24788,0,0,135250,0,0,15498,0,0,23530,0,0,0,0,0,853370,0
176,KRIT1,O00522,42454,0,0,290400,0,0,187310,1364,0,228440,61379,0,149870,0,0,116210,15803,0,296950,111930,0,52407,0,0,480340,0,0,63993,0,0,310830,121550,0,8128.9,0,0,1413600,0
177,VWA5A,O00534,0,0,0,138870,0,0,280410,40880,0,304540,0,0,79471,0,0,86958,29915,0,30776,0,0,47699,0,0,234880,0,0,11099,0,0,47767,0,0,0,0,0,754370,0
178,EBAG9,O00559,33857,0,0,0,0,0,0,0,0,61258,0,0,39277,0,0,0,0,0,42572,0,0,0,0,0,0,0,0,0,0,0,76764,0,0,0,0,0,0,0
179,SDCBP,O00560,2757300,935710,0,495630,1671700,0,1623000,341430,0,7080800,4996200,0,883490,1331600,0,180150,916840,23524,6761100,399010,0,10051000,3726600,0,5572800,550930,0,2557400,1785300,0,3264800,1267600,0,3195500,7580700,3060300,5399900,0
180,NOP56,O00567,40297,21595,0,0,0,0,70012,80507,0,0,12118,0,54801,0,0,80199,86086,0,0,0,0,64850,39443,0,7109.5,0,0,0,0,0,0,15176,0,0,0,0,0,0
181,DDX3X,O00571,417190,138190,0,325430,60456,0,824660,266170,0,616820,135460,0,1206700,347480,0,441320,413440,0,211160,167260,0,1134400,439800,15099,683650,0,0,106840,0,0,135110,0,0,229990,0,151190,209150,0
182,RNASET2,O00584,89213,0,0,56416,0,0,17792,0,0,13563,0,0,54372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,CCL21,O00585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,PODXL,O00592,889300,1655700,0,979360,690280,0,9845200,4622600,0,8675700,4647700,0,1051100,1859700,0,487480,7507300,44553,7306100,6281800,0,2853700,1117800,0,8118000,699090,0,3637000,2078200,0,6632300,3363500,0,0,858410,0,31888000,0
185,FCN1,O00602,301090,43292,0,229370,241140,0,442240,92357,0,836320,130580,0,21742,31025,0,362530,210340,0,951890,88042,0,408880,135320,0,359630,52725,0,161010,16006,0,483150,83703,0,4523.9,14865,45770,859550,0
186,KPNA4,O00629,23084,0,0,76695,0,0,80213,0,0,102010,13101,0,178470,0,0,158580,30322,0,75967,0,0,334260,38677,0,263600,0,0,0,0,0,32502,0,0,13508,0,110330,75206,0
187,PPP6C,O00743,0,0,0,30293,0,0,80602,0,0,55650,0,0,205100,0,0,66263,0,0,36395,0,0,153670,0,0,178670,0,0,0,0,0,0,0,0,16027,0,16427,42709,0
188,MAN2B1,O00754,0,0,0,0,0,0,23475,0,0,42072,0,0,0,0,0,0,0,0,8105.1,0,0,2536.8,0,0,0,0,0,0,0,0,12128,1899.9,0,0,0,0,0,0
189,FBP2,O00757,0,0,0,0,0,0,0,0,0,50314,0,0,0,0,0,0,0,0,26546,0,0,160780,0,0,55250,0,0,12677,0,0,16950,0,0,0,0,0,0,0
190,ACACB,O00763,0,0,0,0,0,0,0,0,0,14741,0,0,0,0,0,65195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,PDXK,O00764,41819,3115.2,0,53334,29928,0,644760,24635,0,565480,107000,0,54862,52154,0,49444,110930,0,293830,39092,0,300930,38238,0,725290,20112,0,62101,0,0,173250,11823,0,0,0,8805.7,348390,0
192,SCD,O00767,0,0,0,0,0,0,0,0,0,0,0,0,9797.3,0,0,3829.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35901,0,199720,0,65248
193,CLDN4,O14493,0,0,0,0,0,0,0,0,0,135500,0,0,0,0,0,0,0,0,543650,0,0,2737800,0,0,2028200,0,0,130780,0,0,706490,0,0,0,0,0,0,0
194,PLPP1,O14494,232760,0,0,360510,0,0,2054700,121710,0,400940,42618,0,226550,0,0,1341600,300590,0,530640,38979,0,8439.2,0,0,373220,0,0,21889,0,0,19023,0,0,0,0,0,0,0
195,PLPP3,O14495,0,0,0,0,0,0,70134,212230,0,136670,184320,0,0,0,0,0,0,0,74751,0,0,75986,0,0,93044,0,0,28606,0,0,238250,0,0,21662,0,46439,0,0
196,ISLR,O14498,45711,0,0,77108,0,0,28907,0,0,11168,0,0,0,0,0,120180,0,0,2666.6,0,0,113140,17898,0,0,0,0,0,0,0,136900,13185,0,0,0,0,0,0
197,SDHD,O14521,0,0,0,58474,0,0,0,0,0,0,0,0,104300,0,0,65399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,C2CD2L,O14523,0,0,0,0,0,0,0,0,0,0,0,0,15350,0,0,12366,0,0,0,483110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,DPYSL4,O14531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,TRAFD1,O14545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12356,0,0,0,0,0,0,0,0,0,0,0,0,0
201,HSPB6,O14558,0,0,0,31224,0,0,234970,0,0,538600,33621,0,11419,0,0,91777,0,0,15397,0,0,0,0,0,28116,0,0,24621,0,0,0,0,0,0,0,0,0,0
202,NDUFAB1,O14561,59392,0,0,51485,0,0,78417,0,0,81774,0,0,119110,0,0,130480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,CYB561D2,O14569,225310,17470,0,104580,0,0,156040,0,0,77969,16540,0,197570,0,0,193640,0,0,29797,0,0,0,0,0,0,0,0,13838,0,0,6727.4,0,0,0,0,0,0,0
204,COPE,O14579,510230,99379,0,81254,53230,0,1702600,278550,0,473990,142730,0,258430,149070,0,198230,362440,0,208680,0,0,276170,36037,0,106090,0,0,7504.3,0,0,639620,66800,0,0,0,0,38579,0
205,NCAN,O14594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,CTDSP2,O14595,0,0,0,69166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66816,0,0,0,0,0,17655,0,0,0,0,0,651430,0
207,EIF1AX,P47813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32046,0,0,25477,0,0,0,0,0,0,0,0,0,0,0,0,0
208,AP3D1,O14617,23185,0,0,0,0,0,123550,0,0,87161,0,0,116980,0,0,1489000,0,0,18603,0,0,24858,0,0,0,0,0,0,0,0,0,4050.4,0,0,0,29465,0,0
209,CCS,O14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,GPR171,O14626,0,0,0,0,0,0,27126,0,0,22353,0,0,0,0,0,0,0,0,22891,0,0,0,0,0,91109,0,0,0,0,0,31380,0,0,0,0,0,0,0
211,ENPP3,O14638,95166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91305,0,47073000,0
212,GOSR2,O14653,796480,44494,0,147640,0,0,701830,0,0,393910,52794,0,157070,26264,0,466620,0,0,74889,0,0,7034.2,0,0,0,0,0,34134,0,0,128480,58376,0,65787,0,105920,0,0
213,TOR1A,O14656,60957,0,0,0,0,0,18834,0,0,0,0,0,0,0,0,29007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,TOR1B,O14657,31170,0,0,0,0,0,52781,0,0,0,0,0,370840,0,0,32928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,STX16,O14662,144710,0,0,0,0,0,0,0,0,33542,0,0,38808,0,0,29474,0,0,14949,0,0,40234,0,0,0,0,0,0,0,0,0,0,0,9882.6,0,80682,0,0
216,ADAM10,O14672,1670800,154260,0,2000900,185610,0,1963100,115490,0,1090300,243350,0,2342100,68396,17232,2976400,179910,0,1413200,245790,0,1962100,169730,0,3322400,111050,0,398560,58639,0,752880,177940,10168,436950,201460,710810,400680,0
217,TP53I11,O14683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,PTGES,O14684,0,0,0,0,0,0,0,0,0,50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31876,0,0,0,0,0,0,0,0,0,0,0,0,0
219,ITGB1BP1,O14713,355710,34240,0,0,0,0,0,0,0,108560,0,0,0,0,0,0,67203,0,205490,175070,0,102440,0,0,725950,0,0,88453,0,0,212210,106990,0,0,0,0,263060,0
220,ACOT8,O14734,0,16770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,CDIPT,O14735,1235500,109540,0,202190,0,0,488320,9278.3,0,288990,64397,0,668240,0,0,482090,0,0,89882,0,0,0,0,0,0,0,0,21573,0,0,183700,4030.9,0,13985,0,51448,0,0
222,PDCD5,O14737,114400,0,0,0,0,0,115040,0,0,25154,0,0,0,0,0,0,0,0,13217,0,0,18138,0,0,89691,0,0,0,0,0,16645,0,0,0,0,0,0,0
223,PRMT5,O14744,0,0,0,21935,0,0,0,0,0,21122,0,0,262270,65884,0,1590200,0,0,26342,0,0,48070,21763,0,27067,0,0,0,0,0,35464,10907,0,63400,39142,0,0,0
224,NHERF1,O14745,2347000,1935800,0,3499800,2184700,0,26277000,8592000,0,9590800,4945400,0,2444000,1150900,0,2745800,9898100,0,8044000,10516000,0,3032600,590370,0,7612200,772130,0,2722500,1872000,0,5395700,2581800,0,25007,3500200,140240,57657000,0
225,HSD17B6,O14756,162570,0,0,81177,0,0,1582800,16391,0,436330,0,0,32534,0,0,1204200,0,0,54810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45552,0,102650,0,0
226,TNFRSF10B,O14763,56490,0,0,25253,0,0,0,0,0,10757,0,0,0,0,0,0,0,0,0,0,0,66457,0,0,65380,0,0,0,0,0,0,0,0,15451,0,22372,0,0
227,TPP1,O14773,334580,201500,34341,160140,69252,0,1110700,991510,47134,483110,384220,0,418700,51541,4367.2,604120,1224200,107780,136180,0,0,124880,71830,21460,21151,25459,0,61212,34867,0,142440,0,20277,7800.1,0,0,21900,0
228,TCERG1,O14776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,NRP1,O14786,88780,0,0,43195,0,0,37125,0,0,134820,0,0,0,0,0,72379,0,0,83660,0,24481,122030,0,89052,295340,0,0,3858.6,0,0,5891.5,0,0,138940,0,291400,0,0
230,TNPO2,O14787,0,0,0,0,0,0,0,0,0,0,0,0,54694,0,0,15598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,APOL1,O14791,1738500,1463000,2785600,943000,2540900,3535100,986620,3237700,2660300,2181500,3657800,2536700,827380,1374000,2477300,2013000,4798000,2133800,1188000,548820,3818200,3732700,3710800,5835800,1182400,3450000,4373300,2677800,1767200,3420100,673440,1103800,1943600,1334400,558930,860000,0,1249500
232,HS3ST1,O14792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227380,0,368880,0,0
233,TNFRSF10C,O14798,0,0,0,54611,0,0,0,0,0,0,0,0,0,0,0,4110.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78827,0
234,MRAS,O14807,0,0,0,0,0,0,86096,0,0,57897,41537,0,0,0,0,0,48529,0,59281,0,0,66803,0,0,213800,29870,0,17344,0,0,0,30736,0,0,0,0,0,0
235,TSPAN4,O14817,442840,10710,0,344820,25564,0,809670,0,0,620240,101000,0,187720,0,0,86411,57438,0,509500,0,0,275120,0,0,1351900,0,0,183400,0,0,280110,28551,0,318210,0,383220,0,0
236,PSMA7,O14818,217360,60820,0,219000,0,0,387000,45284,0,459140,27143,0,903750,0,110560,285790,35780,0,669450,27412,13781,1294300,50646,118110,997550,0,0,364080,52328,0,461530,37698,8610.6,314970,72255,382660,56451,0
237,SCAMP3,O14828,361810,261660,0,44180,56326,0,66913,81422,0,245260,63076,0,1254700,531970,3837.7,154730,44026,0,117770,0,0,821000,153520,0,86971,0,0,41810,0,0,188700,145420,0,420190,0,469300,0,0
238,OPLAH,O14841,0,0,0,0,0,0,0,0,0,0,0,0,601030,116790,0,12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85068,0,0,0,0
239,IFIT3,O14879,233620,44356,0,0,0,0,443480,95478,0,2477.3,0,0,65537,0,0,0,93082,0,12978,0,0,68819,0,0,585730,0,0,26235,0,0,0,0,0,0,0,0,0,0
240,MGST3,O14880,135520,39533,0,51937,37860,0,282350,103360,0,143990,190460,0,290080,124050,0,288020,81138,0,30578,0,0,0,0,0,0,0,0,20945,0,0,50224,393480,0,0,0,0,0,0
241,IRF6,O14896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24286,0
242,TAX1BP3,O14907,0,26730,0,0,75892,0,34676,51461,0,100280,57850,0,16559,82371,0,0,77409,0,45164,125060,0,136150,0,0,139350,0,0,11660,51390,0,1101,27532,0,0,0,27335,0,0
243,GIPC1,O14908,105810,9032.3,0,455270,45277,0,493970,20599,0,288880,259830,0,655150,121000,0,305120,51946,0,505180,449430,0,395740,67890,0,898880,0,0,170300,0,0,282580,67571,0,733390,0,43788,1337100,0
244,IKBKB,O14920,4392,0,0,10118,0,0,0,0,0,0,155800,0,15424,0,0,10638,0,0,0,0,0,0,0,0,0,0,0,0,117910,0,0,0,0,0,0,0,8688.5,0
245,TIMM23,O14925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,HAT1,O14929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,UBE2L6,O14933,0,0,0,53165,0,0,213590,116780,0,115730,0,0,251740,0,0,0,150890,0,66628,0,0,44800,0,0,796460,33678,0,38140,0,0,20796,0,0,0,0,0,18129,0
248,CASK,O14936,632330,0,0,916370,0,0,761110,0,0,623400,0,0,715860,0,0,600770,0,0,442680,0,0,545210,0,0,739040,0,0,80582,0,0,227070,0,0,800440,0,1187000,0,0
249,PLD2,O14939,171880,0,0,0,0,0,15773,0,0,29004,0,0,28161,0,0,0,0,0,30219,0,0,8757.8,0,0,101070,0,0,0,0,0,0,0,0,0,0,0,0,0
250,MYL12B,O14950,691520,2048100,0,766660,2195200,0,830950,1894200,44694,932860,1141400,0,2477100,1409300,0,1766400,1205600,96766,862540,1091000,0,870560,215670,0,1833400,491780,0,410140,352710,0,896190,1421200,54233,106710,0,185780,2328200,0
251,HGS,O14964,142930,4974.9,0,133720,0,0,105870,0,0,395530,0,0,150420,0,0,91680,5135.1,0,341900,0,0,583900,0,0,494950,0,0,112820,0,0,330240,0,0,0,0,6747.3,333420,0
252,RAB29,O14966,82541,0,0,0,0,0,189100,0,0,27964,0,0,0,0,0,0,0,0,12298,0,0,8060.4,0,0,15890,0,0,0,0,0,0,0,0,0,0,10176,0,0
253,CLGN,O14967,73957,37743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,PPP1R12A,O14974,0,0,0,61085,19905,0,17058,13189,0,57898,0,0,43797,0,0,13543,20443,0,55327,19695,0,52006,0,0,153500,0,0,31900,0,0,72634,0,0,0,0,0,34672,0
255,GAK,O14976,0,0,0,0,0,0,12484,5595.7,0,0,0,0,317190,0,0,62707,19022,0,0,0,0,4712.1,0,0,8035,0,0,0,0,0,0,0,0,0,0,0,0,0
256,HNRNPDL,O14979,26360,38724,0,0,0,0,0,31979,0,24977,0,378780,41924,53349,0,0,51388,13921,0,0,0,34107,21029,543010,0,0,0,9727.5,0,0,11742,9725.6,0,488740,0,0,0,0
257,XPO1,O14980,235900,135920,0,342010,0,0,516440,158660,0,485390,34329,0,641510,24112,0,286800,192400,0,298700,58646,0,1796000,692500,86078,1153800,0,0,184210,22801,0,355780,39180,0,308140,0,347070,309960,0
258,ATP2A1,O14983,0,7384.1,0,700990,128030,0,124500,0,0,317160,30018,0,189410,0,0,15082,0,0,45820,0,0,0,0,0,0,0,0,23493,0,0,0,0,0,0,0,0,0,0
259,PIP5K1B,O14986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672290,0
260,ARHGEF10,O15013,0,0,0,0,0,0,8394.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,SPTBN2,O15020,0,0,0,0,0,0,0,0,0,0,0,0,298740,15392,0,110890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058.9,0,0,0,0,0,0
262,MAST4,O15021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34559,0,0,174940,0,0,0,0,0,16958,0,0,0,0,0,0,0
263,SEC16A,O15027,13502,15729,0,18101,363630,0,3644.9,0,0,0,0,0,11697,0,0,16116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89936,0,0,0,0,0,0
